Dimension,ShipmentCount,YearNumber,MonthNumber,upscustomerid,OriginLocCode,DestLocCode,StandardWeightInKG,commoditycode,PieceCt,ActualWeightUOM,RatedWeightUOM,DestSvcCenter,destSvcCenterCountry,DestTariffPt,OriginSvcCenter,OriginSvcCenterCountry,originTariffPt,ds,qwe,ewsdf,CustomStdlnrUOM,CustomStdWidth,CustomStdHeight,CustomStdHeight
282000,7,2015,6,18,CNTRL,CKG,39,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,60,47,100,CM,60,47,100
1,7,2015,6,18,CNTRL,CKG,692,94KZ,250,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
1404000,7,2015,6,18,CNTRL,CKG,692,94KZ,250,KG,KG,ORD,US,ORD,CKG,CN,CKG,100,117,120,CM,100,117,120
1,7,2015,6,18,CNTRL,CKG,693,94KZ,250,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
1404000,7,2015,6,18,CNTRL,CKG,693,94KZ,250,KG,KG,ORD,US,ORD,CKG,CN,CKG,100,117,120,CM,100,117,120
0,7,2015,7,9,CNTRL,EWR,8695,OFN,10,LB,NULL,WAW,PL,WRO,EWR,US,EWR,0,0,0,CM,0,0,0
127452,7,2015,7,10,CNTRL,LON,14,84FB,1,KG,KG,OSL,NO,OSL,LON,GB,LON,52,43,57,CM,52,43,57
16200,7,2015,7,17,CNTRL,HKG,1,55GX,1,KG,KG,VCP,BR,VCP,HKG,HK,HKG,20,27,30,CM,20,27,30
33036.32102,7,2015,7,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
33036.32102,7,2015,7,17,CNTRL,HOU,9,MS,1,LB,LB,YVR,CA,YVR,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
33036.32102,7,2015,7,17,CNTRL,HOU,11,MS,1,LB,LB,YVR,CA,YVR,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
5161.92516,7,2015,7,17,CNTRL,SFO,4,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
5161.92516,7,2015,7,17,CNTRL,SFO,13,MS,2,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
1,7,2015,7,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
22560,7,2015,7,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47,CM,15,32,47
25245,7,2015,7,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,51,CM,15,33,51
184184,7,2015,7,18,CNTRL,CKG,12,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77,CM,52,46,77
184184,7,2015,7,18,CNTRL,CKG,32,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77,CM,52,46,77
1,7,2015,7,18,CNTRL,CKG,61,94KZ,20,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
552000,7,2015,7,18,CNTRL,CKG,61,94KZ,20,KG,KG,ORD,US,ORD,CKG,CN,CKG,100,46,120,CM,100,46,120
1,7,2015,7,18,CNTRL,CKG,497,94KZ,250,KG,KG,CLT,US,CLT,CKG,CN,CKG,1,1,1,CM,1,1,1
1416000,7,2015,7,18,CNTRL,CKG,497,94KZ,250,KG,KG,CLT,US,CLT,CKG,CN,CKG,100,118,120,CM,100,118,120
1,7,2015,7,18,CNTRL,CKG,501,94KZ,250,KG,KG,CLT,US,CLT,CKG,CN,CKG,1,1,1,CM,1,1,1
1416000,7,2015,7,18,CNTRL,CKG,501,94KZ,250,KG,KG,CLT,US,CLT,CKG,CN,CKG,100,118,120,CM,100,118,120
792000,7,2015,7,18,CNTRL,CKG,601,94KZ,300,KG,KG,OMA,US,OMA,CKG,CN,CKG,100,66,120,CM,100,66,120
1416000,7,2015,7,18,CNTRL,CKG,601,94KZ,300,KG,KG,OMA,US,OMA,CKG,CN,CKG,100,118,120,CM,100,118,120
0,7,2015,8,7,CNTRL,BOM,214,OFN,1,KG,,HOU,US,ELP,BOM,IN,BOM,0,0,0,CM,0,0,0
2753.026752,7,2015,8,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,1,14,IN,30.48,2.54,35.56
62926.32576,7,2015,8,17,CNTRL,HOU,13,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20,IN,40.64,30.48,50.8
5161.92516,7,2015,8,17,CNTRL,SFO,2,MS,1,LB,LB,YYC,CA,YYC,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
5161.92516,7,2015,8,17,CNTRL,SFO,4,MS,1,LB,LB,YYC,CA,YYC,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
11781,7,2015,8,18,CNTRL,CKG,4,94KZ,1,KG,KG,YHZ,CA,YHZ,CKG,CN,CKG,7,33,51,CM,7,33,51
22560,7,2015,8,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47,CM,15,32,47
1,7,2015,8,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2015,8,18,CNTRL,CKG,8,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2015,8,18,CNTRL,CKG,89,94KZ,30,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2015,8,18,CNTRL,CKG,2756,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1,CM,1,1,1
900000,7,2015,8,18,CNTRL,CKG,2756,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,100,75,120,CM,100,75,120
1248000,7,2015,8,18,CNTRL,CKG,2756,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,100,104,120,CM,100,104,120
1,7,2015,8,18,CNTRL,CKG,19842,94KZ,800,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1,CM,1,1,1
1769.802912,7,2015,9,3,CNTRL,ONT,2,MS,1,LB,,MIA,US,MIA,ONT,US,ONT,9,1,12,IN,22.86,2.54,30.48
6554.8256,7,2015,9,7,CNTRL,PHX,2,3776,1,LB,KG,MIL,IT,MIL,PHX,US,PHX,10,4,10,IN,25.4,10.16,25.4
62926.32576,7,2015,9,17,CNTRL,HOU,11,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20,IN,40.64,30.48,50.8
62926.32576,7,2015,9,17,CNTRL,HOU,20,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20,IN,40.64,30.48,50.8
5161.92516,7,2015,9,17,CNTRL,SFO,13,MS,2,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
40656,7,2015,9,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,22,33,56,CM,22,33,56
1,7,2015,9,18,CNTRL,CKG,14,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2015,9,18,CNTRL,CKG,31,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
184184,7,2015,9,18,CNTRL,CKG,31,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77,CM,52,46,77
282000,7,2015,9,18,CNTRL,CKG,35,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,60,47,100,CM,60,47,100
552000,7,2015,9,18,CNTRL,CKG,61,94KZ,20,KG,KG,ORD,US,ORD,CKG,CN,CKG,100,46,120,CM,100,46,120
1,7,2015,9,18,CNTRL,CKG,89,94KZ,30,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
1368000,7,2015,9,18,CNTRL,CKG,558,5589,2,KG,KG,LIM,PE,LIM,CKG,CN,CKG,100,114,120,CM,100,114,120
1335191.755,7,2015,10,3,CNTRL,SJU,22888,MS,23,LB,LB,SDF,US,SDF,SJU,US,SJU,40,43.9,46.4,IN,101.6,111.506,117.856
2753.026752,7,2015,10,17,CNTRL,HOU,2,MS,1,LB,LB,YUL,CA,YUL,HOU,US,HOU,12,1,14,IN,30.48,2.54,35.56
2753.026752,7,2015,10,17,CNTRL,HOU,2,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,1,14,IN,30.48,2.54,35.56
62926.32576,7,2015,10,17,CNTRL,HOU,20,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20,IN,40.64,30.48,50.8
5161.92516,7,2015,10,17,CNTRL,SFO,7,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
10192,7,2015,10,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,26,49,CM,8,26,49
22560,7,2015,10,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47,CM,15,32,47
184184,7,2015,10,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77,CM,52,46,77
1,7,2015,10,18,CNTRL,CKG,384,94KZ,144,KG,KG,PHX,US,PHX,CKG,CN,CKG,1,1,1,CM,1,1,1
1248000,7,2015,10,18,CNTRL,CKG,384,94KZ,144,KG,KG,PHX,US,PHX,CKG,CN,CKG,100,104,120,CM,100,104,120
1,7,2015,10,18,CNTRL,KUB,2965,94KZ,200,LB,KG,IND,US,IND,KUB,CN,KUB,1,1,1,CM,1,1,1
1811491.603,7,2015,11,3,CNTRL,MEM,5097,MS,8,LB,KG,FLL,US,MIA,MEM,US,MEM,42,56,47,IN,106.68,142.24,119.38
1811491.603,7,2015,11,3,CNTRL,MIA,1049,92QW,8,KG,KG,VCP,BR,VCP,MIA,US,MIA,42,56,47,IN,106.68,142.24,119.38
1353440.39,7,2015,11,3,CNTRL,SJU,21239,MS,21,LB,LB,SDF,US,SDF,SJU,US,SJU,40,44.5,46.4,IN,101.6,113.03,117.856
720000,7,2015,11,4,CNTRL,SIN,39,62NZ,1,KG,KG,AMS,NL,AMS,SIN,SG,SIN,80,75,120,CM,80,75,120
1896000,7,2015,11,5,CNTRL,AMS,2060,83SA,24,KG,KG,SDF,US,SDF,AMS,NL,AMS,100,158,120,CM,100,158,120
60000,7,2015,11,5,CNTRL,SHE,3000,GT36,5,KG,KG,PEK,CN,PEK,SHE,CN,SHE,40,30,50,CM,40,30,50
0,7,2015,11,9,CNTRL,SGN,14658,OFN,42,KG,NULL,ATL,US,ATL,SGN,VN,SGN,0,0,0,CM,0,0,0
33036.32102,7,2015,11,17,CNTRL,HOU,4,MS,1,LB,LB,YVR,CA,YVR,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
33036.32102,7,2015,11,17,CNTRL,HOU,7,MS,1,LB,LB,YVR,CA,YVR,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
62926.32576,7,2015,11,17,CNTRL,HOU,18,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20,IN,40.64,30.48,50.8
5161.92516,7,2015,11,17,CNTRL,SFO,4,MS,1,LB,LB,YYC,CA,YYC,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
3360,7,2015,11,18,CNTRL,CKG,1,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,5,28,24,CM,5,28,24
10192,7,2015,11,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,26,49,CM,8,26,49
20445,7,2015,11,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,29,47,CM,15,29,47
188188,7,2015,11,18,CNTRL,CKG,18,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,47,77,CM,52,47,77
16200,7,2015,11,18,CNTRL,HKG,1,62GQ,1,KG,KG,YYZ,CA,YYZ,HKG,HK,HKG,20,27,30,CM,20,27,30
33036.32102,7,2015,12,17,CNTRL,HOU,4,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
27759.68642,7,2015,12,17,CNTRL,HOU,7,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
5161.92516,7,2015,12,17,CNTRL,SFO,2,MS,1,LB,LB,YYC,CA,YYC,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
5161.92516,7,2015,12,17,CNTRL,SFO,4,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
20445,7,2015,12,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,29,47,CM,15,29,47
1,7,2015,12,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
39930,7,2015,12,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,22,33,55,CM,22,33,55
1,7,2015,12,18,CNTRL,CKG,18,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2015,12,18,CNTRL,CKG,21,94KZ,6,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2015,12,18,CNTRL,CKG,29,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
552000,7,2015,12,18,CNTRL,CKG,59,94KZ,20,KG,KG,ORD,US,ORD,CKG,CN,CKG,100,46,120,CM,100,46,120
552000,7,2015,12,18,CNTRL,CKG,59,94KZ,20,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,100,46,120,CM,100,46,120
17010,7,2015,12,18,CNTRL,HKG,1,62GQ,1,KG,KG,YYZ,CA,YYZ,HKG,HK,HKG,21,27,30,CM,21,27,30
12474,7,2016,1,5,CNTRL,AMS,1,83SA,1,KG,KG,PEK,CN,PEK,AMS,NL,AMS,14,33,27,CM,14,33,27
3762,7,2016,1,7,CNTRL,TSN,68,ECN,6,KG,KG,BUD,HU,BUD,TSN,CN,TSN,19,11,18,CM,19,11,18
0,7,2016,1,9,CNTRL,BOS,3293,OFN,11,KG,,GLA,GB,LBA,BOS,US,BOS,0,0,0,CM,0,0,0
20445,7,2016,1,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,29,47,CM,15,29,47
1,7,2016,1,18,CNTRL,CKG,12,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,1,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,1,18,CNTRL,CKG,28,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,1,18,CNTRL,CKG,30,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,1,18,CNTRL,CKG,32,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
17010,7,2016,1,18,CNTRL,HKG,1,62GQ,1,KG,KG,MIA,US,MIA,HKG,HK,HKG,21,27,30,CM,21,27,30
17010,7,2016,1,18,CNTRL,HKG,1,62GQ,1,KG,KG,YYZ,CA,YYZ,HKG,HK,HKG,21,27,30,CM,21,27,30
12400,7,2016,2,5,CNTRL,SIN,1,83SA,1,KG,KG,SYD,AU,SYD,SIN,SG,SIN,20,31,20,CM,20,31,20
62926.32576,7,2016,2,17,CNTRL,HOU,11,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20,IN,40.64,30.48,50.8
110121.0701,7,2016,2,17,CNTRL,HOU,35,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,20,14,24,IN,50.8,35.56,60.96
5161.92516,7,2016,2,17,CNTRL,SFO,2,MS,1,LB,LB,YYC,CA,YYC,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
9152,7,2016,2,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,26,44,CM,8,26,44
31992,7,2016,2,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,31,24,43,CM,31,24,43
18768,7,2016,2,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,12,34,46,CM,12,34,46
1,7,2016,2,18,CNTRL,CKG,14,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,2,18,CNTRL,CKG,16,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
184184,7,2016,2,18,CNTRL,CKG,31,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,52,46,77,CM,52,46,77
1,7,2016,2,18,CNTRL,CKG,36,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,2,18,CNTRL,CKG,44,94KZ,15,KG,KG,ATL,US,ATL,CKG,CN,CKG,1,1,1,CM,1,1,1
552000,7,2016,2,18,CNTRL,CKG,44,94KZ,15,KG,KG,ATL,US,ATL,CKG,CN,CKG,100,46,120,CM,100,46,120
1,7,2016,2,18,CNTRL,CKG,45,94KZ,15,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,2,18,CNTRL,CKG,46,94KZ,15,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
14880,7,2016,2,18,CNTRL,KUB,5,94KZ,1,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,8,31,60,CM,8,31,60
1,7,2016,2,18,CNTRL,KUB,9,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1,CM,1,1,1
1,7,2016,2,18,CNTRL,KUB,12,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1,CM,1,1,1
1510231.818,7,2016,3,3,CNTRL,SJU,23887,MS,25,LB,LB,RFD,US,RFD,SJU,US,SJU,40,48,48,IN,101.6,121.92,121.92
12400,7,2016,3,5,CNTRL,SIN,1,83SA,1,KG,KG,SYD,AU,SYD,SIN,SG,SIN,20,31,20,CM,20,31,20
8193.532,7,2016,3,7,CNTRL,PHX,4,5553,1,LB,KG,PRG,CZ,PRG,PHX,US,PHX,10,5,10,IN,25.4,12.7,25.4
0,7,2016,3,9,CNTRL,DLC,10332,OFN,40,KG,,LAX,US,LAX,DLC,CN,DLC,0,0,0,CM,0,0,0
0,7,2016,3,9,CNTRL,DLC,10612,OFN,40,KG,,LAX,US,LAX,DLC,CN,DLC,0,0,0,CM,0,0,0
0,7,2016,3,9,CNTRL,SEL,10051,OFN,960,KG,,LAX,US,ONT,SEL,KR,SEL,0,0,0,CM,0,0,0
27759.68642,7,2016,3,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
56633.69318,7,2016,3,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,18,IN,40.64,30.48,45.72
33036.32102,7,2016,3,17,CNTRL,HOU,4,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
5161.92516,7,2016,3,17,CNTRL,SFO,9,MS,2,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
11781,7,2016,3,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
10904,7,2016,3,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,29,47,CM,8,29,47
16523,7,2016,3,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,13,31,41,CM,13,31,41
1,7,2016,3,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,3,18,CNTRL,CKG,11,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
37026,7,2016,3,18,CNTRL,CKG,11,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,22,33,51,CM,22,33,51
1,7,2016,3,18,CNTRL,CKG,18,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,3,18,CNTRL,CKG,29,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,3,18,CNTRL,CKG,30,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,3,18,CNTRL,CKG,31,94KZ,10,KG,KG,MSP,US,MSP,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,3,18,CNTRL,CKG,88,94KZ,30,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
17010,7,2016,3,18,CNTRL,HKG,1,55GX,1,KG,KG,VCP,BR,VCP,HKG,HK,HKG,21,27,30,CM,21,27,30
17010,7,2016,3,18,CNTRL,HKG,1,62GQ,1,KG,KG,MIA,US,MIA,HKG,HK,HKG,21,27,30,CM,21,27,30
17010,7,2016,3,18,CNTRL,HKG,1,62GQ,1,KG,KG,YYZ,CA,YYZ,HKG,HK,HKG,21,27,30,CM,21,27,30
1,7,2016,3,18,CNTRL,KUB,31,94KZ,5,KG,KG,ONT,US,ONT,KUB,CN,KUB,1,1,1,CM,1,1,1
479026.6548,7,2016,4,5,CNTRL,POU,12831,GCR,2,LB,KG,SHE,CN,SHE,POU,US,POU,21,48,29,IN,53.34,121.92,73.66
7708474.906,7,2016,4,5,CNTRL,POU,12831,GCR,2,LB,KG,SHE,CN,SHE,POU,US,POU,75,98,64,IN,190.5,248.92,162.56
18375,7,2016,4,5,CNTRL,SHE,92,83SA,2,KG,KG,STR,DE,STR,SHE,CN,SHE,25,21,35,CM,25,21,35
996450,7,2016,4,5,CNTRL,SHE,92,83SA,2,KG,KG,STR,DE,STR,SHE,CN,SHE,105,130,73,CM,105,130,73
33036.32102,7,2016,4,17,CNTRL,HOU,1,MS,1,KG,LB,YUL,CA,YUL,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
27759.68642,7,2016,4,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
62926.32576,7,2016,4,17,CNTRL,HOU,2,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20,IN,40.64,30.48,50.8
110121.0701,7,2016,4,17,CNTRL,HOU,6,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,20,14,24,IN,50.8,35.56,60.96
5161.92516,7,2016,4,17,CNTRL,SFO,7,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
5161.92516,7,2016,4,17,CNTRL,SFO,31,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
27225,7,2016,4,18,CNTRL,CKG,6,94KZ,2,KG,KG,YVR,CA,YVR,CKG,CN,CKG,15,33,55,CM,15,33,55
24960,7,2016,4,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,52,CM,15,32,52
1,7,2016,4,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,4,18,CNTRL,CKG,12,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,4,18,CNTRL,CKG,29,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
207230,7,2016,4,18,CNTRL,CKG,29,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,53,46,85,CM,53,46,85
207230,7,2016,4,18,CNTRL,CKG,32,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,53,46,85,CM,53,46,85
198750,7,2016,4,18,CNTRL,CKG,34,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,75,53,CM,50,75,53
1,7,2016,4,18,CNTRL,CKG,35,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,4,18,CNTRL,CKG,40,94KZ,15,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
190800,7,2016,4,18,CNTRL,CKG,146,94KZ,10,LB,KG,POU,US,POU,CKG,CN,CKG,53,72,50,CM,53,72,50
1,7,2016,4,18,CNTRL,CKG,519,94KZ,250,KG,KG,LAS,US,LAS,CKG,CN,CKG,1,1,1,CM,1,1,1
1416000,7,2016,4,18,CNTRL,CKG,519,94KZ,250,KG,KG,LAS,US,LAS,CKG,CN,CKG,100,118,120,CM,100,118,120
1,7,2016,4,18,CNTRL,CKG,520,94KZ,250,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1,CM,1,1,1
1416000,7,2016,4,18,CNTRL,CKG,520,94KZ,250,KG,KG,ORD,US,ORD,CKG,CN,CKG,100,118,120,CM,100,118,120
1769.802912,7,2016,5,3,CNTRL,ONT,2,MS,1,LB,,MIA,US,MIA,ONT,US,ONT,9,1,12,IN,22.86,2.54,30.48
0,7,2016,5,9,CNTRL,DLC,10612,OFN,40,KG,,LAX,US,LAX,DLC,CN,DLC,0,0,0,CM,0,0,0
0,7,2016,5,9,CNTRL,SGN,12478,OFN,42,KG,,LAX,US,LAX,SGN,VN,SGN,0,0,0,CM,0,0,0
33036.32102,7,2016,5,17,CNTRL,HOU,2,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
24960,7,2016,5,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,52,CM,15,32,52
1,7,2016,5,18,CNTRL,CKG,12,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,7,2016,5,18,CNTRL,CKG,13,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
190800,7,2016,5,18,CNTRL,CKG,27,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,72,53,CM,50,72,53
207230,7,2016,5,18,CNTRL,CKG,28,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,53,46,85,CM,53,46,85
1,7,2016,5,18,CNTRL,CKG,28,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
